Mean,Top1,Top5,Top10,Pos
2.779,50.8427,88.3427,97.0506,396.0
1.5904,73.1227,97.1841,98.7637,397.0
1.0,100.0,100.0,100.0,398.0
1.1338,93.3784,99.3243,99.7297,399.0
1.0,100.0,100.0,100.0,400.0
1.5174,82.3529,97.1925,98.9305,401.0
1.5225,47.7454,100.0,100.0,402.0
1.0,100.0,100.0,100.0,403.0
2.4284,53.7577,89.611,97.4359,404.0
1.7781,75.3316,95.5791,97.8338,405.0
1.0971,94.2257,100.0,100.0,406.0
1.0013,99.8698,100.0,100.0,407.0
1.0236,99.2147,100.0,100.0,408.0
1.0156,99.2188,100.0,100.0,409.0
1.8203,62.2396,99.349,99.4792,410.0
1.0,100.0,100.0,100.0,411.0
1.4823,85.4494,96.1606,99.2583,412.0
5.4505,54.023,76.9452,85.588,413.0
1.7004,72.3153,98.1959,99.7423,414.0
1.087,95.8978,99.9356,100.0,415.0
1.8593,70.8543,95.7705,98.3668,416.0
1.7866,81.6919,96.4646,98.2323,417.0
1.0186,99.3812,100.0,100.0,418.0
2.042,47.9012,100.0,100.0,419.0
1.5395,48.642,99.7531,100.0,420.0
1.08,93.1034,99.8768,99.8768,421.0
1.0,100.0,100.0,100.0,422.0
1.4173,87.3055,97.9115,98.7715,423.0
1.0,100.0,100.0,100.0,424.0
1.9591,85.1626,97.0325,97.8049,425.0
1.023,99.0079,100.0,100.0,426.0
1.0012,99.8826,100.0,100.0,427.0
1.0,100.0,100.0,100.0,428.0
1.0186,99.42,100.0,100.0,429.0
1.0,100.0,100.0,100.0,430.0
1.4521,83.0651,97.4713,99.3103,431.0
1.1228,96.1829,99.1686,99.5087,432.0
1.1172,96.3596,99.5655,99.9551,433.0
1.0222,99.1238,100.0,100.0,434.0
1.0,100.0,100.0,100.0,435.0
4.9357,27.9456,79.4743,87.4907,436.0
1.0,100.0,100.0,100.0,437.0
1.0087,99.3492,100.0,100.0,438.0
1.2565,95.9957,98.4848,98.7013,439.0
1.3294,91.4347,98.0728,98.8223,440.0
3.7464,71.1373,85.0143,90.1288,441.0
1.0513,97.3107,99.8938,100.0,442.0
1.1601,90.6582,99.2923,100.0,443.0
2.2801,71.2766,91.7021,97.3759,444.0
1.0,100.0,100.0,100.0,445.0
1.0,100.0,100.0,100.0,446.0
2.638,59.0546,98.9601,99.8004,447.0
1.0411,98.2068,99.8945,100.0,448.0
1.0237,99.3026,99.7908,100.0,449.0
1.6894,73.0035,96.3542,99.5833,450.0
3.1717,62.9149,78.1985,98.2365,451.0
2.1227,67.1518,94.9064,97.5052,452.0
1.4184,72.0041,99.3802,100.0,453.0
1.0082,99.1753,100.0,100.0,454.0
3.3846,77.3389,88.6694,92.9141,455.0
1.2147,90.2218,99.1935,100.0,456.0
1.3926,72.3896,99.1968,99.1968,457.0
1.2878,92.0319,98.7052,99.2032,458.0
4.5124,71.0349,86.8616,90.289,459.0
2.6215,40.7371,92.3307,99.2032,460.0
1.1855,90.2778,99.504,99.8016,461.0
1.001,99.9012,100.0,100.0,462.0
1.0158,98.6193,100.0,100.0,463.0
3.9839,53.4585,85.4578,91.2549,464.0
2.1439,78.3463,94.6069,97.4984,465.0
1.916,66.4406,96.1886,98.8049,466.0
2.3802,46.1122,85.3091,98.566,467.0
1.0,100.0,100.0,100.0,468.0
1.938,76.7176,93.7023,98.3779,469.0
1.5323,60.8159,99.1461,99.3359,470.0
1.8988,83.114,94.2982,97.2744,471.0
1.0232,98.1722,100.0,100.0,472.0
1.1102,95.6859,99.6276,99.6276,473.0
2.6426,55.216,89.8302,98.1019,474.0
1.2102,87.4074,99.6296,99.8148,475.0
1.0,100.0,100.0,100.0,476.0
1.0018,99.8182,100.0,100.0,477.0
1.5829,78.2517,98.3061,99.3648,478.0
2.8726,57.7446,92.0139,96.4372,479.0
1.0054,99.4595,100.0,100.0,480.0
1.6492,55.1537,99.2767,99.8192,481.0
1.3634,79.0395,99.3118,100.0,482.0
1.1446,94.0519,99.2248,99.836,483.0
1.0,100.0,100.0,100.0,484.0
1.0492,98.086,100.0,100.0,485.0
1.0123,99.0317,100.0,100.0,486.0
1.2499,93.7101,98.4348,99.3913,487.0
1.0417,98.0,99.8261,100.0,488.0
1.1736,86.8056,99.4792,100.0,489.0
1.1418,89.8707,99.8276,100.0,490.0
1.0275,97.2509,100.0,100.0,491.0
1.0,100.0,100.0,100.0,492.0
2.572,52.7252,96.07,97.5904,493.0
1.1462,94.1695,99.6587,100.0,494.0
1.0068,99.5734,100.0,100.0,495.0
1.2436,94.1227,97.7002,100.0,496.0
1.44,58.5456,99.5756,100.0,497.0
1.0194,98.398,100.0,100.0,498.0
1.0084,99.4949,100.0,100.0,499.0
1.1152,98.2662,99.3568,99.5805,500.0
