Mean,Top1,Top5,Top10,Pos
1.1836,86.836,99.6536,99.8845,582.0
1.073,96.0061,99.7312,100.0,583.0
1.0633,98.2163,99.3671,100.0,584.0
1.0023,99.8851,100.0,100.0,585.0
1.1228,95.3314,99.2992,99.7917,586.0
1.4277,65.553,99.0185,99.7357,587.0
1.0,100.0,100.0,100.0,588.0
2.7728,72.6873,93.7172,96.2172,589.0
1.0943,96.0108,99.6637,100.0,590.0
1.3711,85.8184,99.3274,99.8318,591.0
1.6963,80.0112,96.6965,99.1041,592.0
1.005,99.8047,100.0,100.0,593.0
1.0061,99.7225,100.0,100.0,594.0
1.0044,99.558,100.0,100.0,595.0
1.602,87.9338,97.2885,98.6262,596.0
1.0,100.0,100.0,100.0,597.0
1.0,100.0,100.0,100.0,598.0
1.0,100.0,100.0,100.0,599.0
1.0324,98.8019,99.8927,100.0,600.0
1.0,100.0,100.0,100.0,601.0
1.0052,99.4824,100.0,100.0,602.0
1.0144,98.5626,100.0,100.0,603.0
1.001,99.8974,100.0,100.0,604.0
1.3809,81.265,98.6325,99.3333,605.0
1.001,99.8987,100.0,100.0,606.0
1.001,99.8995,100.0,100.0,607.0
1.251,90.3307,99.5491,99.5992,608.0
1.0261,97.8543,100.0,100.0,609.0
1.2501,92.0639,98.8332,99.1394,610.0
1.2904,90.0888,98.2742,99.5069,611.0
1.0368,97.582,100.0,100.0,612.0
1.4646,89.9612,97.2357,98.1571,613.0
3.7673,67.0813,87.6016,95.2439,614.0
1.856,71.2208,95.8933,97.619,615.0
1.3767,90.8832,98.3856,99.0503,616.0
1.7202,76.6856,98.1175,98.6374,617.0
1.0,100.0,100.0,100.0,618.0
1.2829,90.6654,98.0838,99.6861,619.0
